Marca,Carro,Descrição,Preço,Ano,KM Rodado,Transmissão,Cidade,Estado,Classificação,Preço Predito
Fiat,Mobi,Mobi 1.0 Evo Easy,44890,2019,45727,Manual,Pouso Alegre,MG,Mediano,44890.0
Fiat,Mobi,Mobi 1.0 Evo Easy Comfort,44890,2019,38545,Manual,São Paulo,SP,Mediano,44890.0
Fiat,Mobi,Mobi 1.0 Evo Easy,44890,2019,45727,Manual,Poços de Caldas,MG,Mediano,44890.0
Renault,Kwid,Kwid 1.0 Zen,44890,2020,69044,Manual,Campinas,SP,Mediano,44890.0
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),44890,2019,55000,Manual,Osasco,SP,Mediano,49900.0
Renault,Sandero,Sandero Expression 1.6 16V SCe (Flex),44890,2017,100417,Manual,Barueri,SP,Barato,44890.0
Nissan,Versa,Versa 1.0 Conforto (Flex),44890,2017,100000,Manual,São Paulo,SP,Barato,44890.0
Renault,Sandero,Sandero Expression 1.6 8V (Flex),44890,2016,98200,Manual,São José do Rio Preto,SP,Barato,39890.0
Ford,Ka,Ka 1.0 SE (Flex),44890,2016,83389,Manual,São Paulo,SP,Barato,43990.0
Chevrolet,Onix,Onix 1.0 LT SPE/4,44890,2016,122898,Manual,São Paulo,SP,Barato,44890.0
Volkswagen,Gol,Gol 1.0 TEC Comfortline (Flex) 4p,44890,2015,83300,Manual,São José,SC,Barato,44890.0
Ford,New Fiesta Hatch,New Fiesta SE 1.6 16V,44890,2014,103000,Manual,Curitiba,PR,Barato,44890.0
Hyundai,HB20,HB20 1.0 Comfort,44890,2015,95000,Manual,Sertãozinho,SP,Barato,45440.0
Citroën,Aircross,Aircross Tendance 1.6 16V (Flex),44890,2014,113000,Manual,Osasco,SP,Barato,44890.0
Hyundai,HB20,HB20 1.0 Comfort,44890,2014,91000,Manual,São Paulo,SP,Barato,44895.0
Hyundai,HB20,HB20 1.6 Comfort,44890,2014,108800,Manual,São Paulo,SP,Barato,44890.0
Volkswagen,Fox,Fox 1.6 VHT Highline (Flex),44890,2013,95000,Manual,Americana,SP,Barato,42440.0
Fiat,500,500 Cult 1.4 Evo (Flex),44890,2013,99520,Manual,São Paulo,SP,Barato,47900.0
Peugeot,208,208 1.6 16V Griffe (Flex) (Aut),44890,2013,97634,Automático,São Paulo,SP,Barato,44890.0
Toyota,Etios Hatch,Etios 1.3 (Flex),44890,2014,98950,Manual,Natal,RN,Barato,44890.0
Chevrolet,Prisma,Prisma 1.4 LT SPE/4,44890,2013,103000,Manual,Fortaleza,CE,Barato,44890.0
Ford,EcoSport,Ecosport XLT Freestyle 1.6 (Flex),44890,2011,110474,Manual,Santo André,SP,Barato,44890.0
Kia,Picanto,Picanto 1.0 (Aut) (Flex) J368,44890,2012,89000,Automático,Campinas,SP,Barato,44890.0
Volkswagen,New Beetle,New Beetle 2.0,44890,2008,142800,Manual,São Paulo,SP,Caro,44890.0
Ford,Ka,Ka 1.0 SE (Flex),44897,2017,47000,Manual,São Paulo,SP,Mediano,44897.0
Chevrolet,Prisma,Prisma 1.0 LT SPE/4,44899,2014,89000,Manual,Cuiabá,MT,Barato,44899.0
Ford,EcoSport,Ecosport S 1.6 16V (Flex),44899,2013,54645,Manual,Rio de Janeiro,RJ,Mediano,44899.0
Ford,EcoSport,Ecosport S 1.6 16V (Flex),44899,2013,54166,Manual,Rio de Janeiro,RJ,Mediano,44899.0
Renault,Kwid,Kwid 1.0 Zen,44900,2020,200,Manual,São João de Meriti,RJ,Mediano,44900.0
Renault,Kwid,Kwid 1.0 Zen,44900,2019,59304,Manual,Curitiba,PR,Mediano,44900.0
Renault,Kwid,Kwid 1.0 Zen,44900,2019,68287,Manual,Jundiaí,SP,Mediano,44900.0
Fiat,Mobi,Mobi 1.0 Evo Like,44900,2020,59000,Manual,Rio de Janeiro,RJ,Mediano,44900.0
Renault,Logan,Logan Authentique 1.0 12V SCe (Flex),44900,2019,42345,Manual,Rio de Janeiro,RJ,Mediano,44900.0
Fiat,Mobi,Mobi 1.0 Evo Easy,44900,2019,100,Manual,Contagem,MG,Mediano,47990.0
Renault,Kwid,Kwid 1.0 Zen,44900,2019,59304,Manual,Curitiba,PR,Mediano,44900.0
Renault,Kwid,Kwid 1.0 Zen,44900,2019,78000,Manual,Uberlândia,MG,Barato,44900.0
Renault,Kwid,Kwid 1.0 Zen,44900,2019,71805,Manual,Mossoró,RN,Mediano,44900.0
Fiat,Uno,Uno Attractive 1.0 (Flex),44900,2020,200,Manual,Rio de Janeiro,RJ,Mediano,47900.0
Fiat,Uno,Uno Attractive 1.0 (Flex),44900,2019,41956,Manual,Rio de Janeiro,RJ,Mediano,44900.0
Fiat,Uno,Uno Attractive 1.0 (Flex),44900,2019,105662,Manual,Pato Branco,PR,Barato,43990.0
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),44900,2018,54990,Manual,Curitiba,PR,Mediano,47890.0
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),44900,2019,48527,Manual,Osasco,SP,Mediano,44900.0
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),44900,2018,65000,Manual,João Pessoa,PB,Mediano,44900.0
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),44900,2018,69000,Manual,Belo Horizonte,MG,Mediano,44900.0
Fiat,Grand Siena,Grand Siena Attractive 1.4 Evo (Flex),44900,2019,38477,Manual,Rio de Janeiro,RJ,Mediano,44900.0
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),44900,2019,0,Manual,São Gonçalo,RJ,Mediano,46900.0
Fiat,Uno,Uno Attractive 1.0 Firefly (Flex),44900,2019,70000,Manual,Niterói,RJ,Mediano,47420.0
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),44900,2018,63500,Manual,Osasco,SP,Mediano,50900.0
Fiat,Mobi,Mobi FireFly Drive 1.0 (Flex),44900,2018,89900,Manual,Salvador,BA,Barato,47900.0
Nissan,March,March 1.0 12V S (Flex),44900,2017,39000,Manual,Recife,PE,Mediano,49900.0
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),44900,2018,43000,Manual,Sorocaba,SP,Mediano,44900.0
Fiat,Mobi,Mobi Evo Like 1.0 (Flex),44900,2017,43000,Manual,Sorocaba,SP,Mediano,44900.0
Chevrolet,Prisma,Prisma 1.0 Joy SPE/4,44900,2017,74000,Manual,São João de Meriti,RJ,Mediano,44900.0
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),44900,2017,70341,Manual,Belo Horizonte,MG,Mediano,41900.0
Fiat,Grand Siena,Grand Siena Evo Attractive 1.4 8V (Flex),44900,2017,52000,Manual,Rio de Janeiro,RJ,Mediano,39999.0
Volkswagen,Gol,Gol 1.0 MPI Trendline (Flex),44900,2018,59000,Manual,Rio de Janeiro,RJ,Mediano,44900.0
Volkswagen,Gol,Gol 1.0 MPI Trendline (Flex),44900,2017,126000,Manual,Belo Horizonte,MG,Barato,44900.0
Fiat,Uno,Uno Drive 1.0 Firefly (Flex),44900,2017,92480,Manual,Curitiba,PR,Barato,44900.0
Fiat,Mobi,Mobi Evo Like 1.0 (Flex),44900,2017,104500,Manual,Jundiaí,SP,Barato,44900.0
Renault,Kwid,Kwid Intense 1.0 12v SCe (Flex),44900,2017,54000,Manual,Lages,SC,Mediano,44900.0
Renault,Sandero,Sandero Expression 1.0 12V SCe (Flex),44900,2017,68460,Manual,Recife,PE,Mediano,44900.0
Renault,Logan,Logan Authentique 1.0 12V SCe (Flex),44900,2017,90278,Manual,Ijuí,RS,Barato,44900.0
Renault,Logan,Logan Authentique 1.0 12V SCe (Flex),44900,2017,90278,Manual,Vacaria,RS,Barato,44900.0
Renault,Logan,Logan Authentique 1.0 12V SCe (Flex),44900,2017,90278,Manual,Veranópolis,RS,Barato,44900.0
Volkswagen,Gol,Gol 1.6 MSI Trendline (Flex),44900,2017,68000,Manual,Manaus,AM,Mediano,48900.0
Volkswagen,Up!,Up! 1.0 12v E-Flex take up! 4p,44900,2017,119447,Manual,Brasília,DF,Barato,52900.0
Ford,Ka,Ka 1.0 SE (Flex),44900,2017,74500,Manual,Fortaleza,CE,Mediano,44900.0
Fiat,Uno,Uno Drive 1.0 Firefly (Flex),44900,2017,179000,Manual,São José dos Pinhais,PR,Caro,44900.0
Renault,Sandero,Sandero Expression 1.0 12V SCe (Flex),44900,2017,141580,Manual,São José dos Campos,SP,Caro,44900.0
Renault,Sandero,Sandero Expression 1.0 12V SCe (Flex),44900,2017,108000,Manual,São José dos Campos,SP,Barato,44900.0
Fiat,Uno,Uno Way 1.0 Firefly (Flex),44900,2018,65000,Manual,Barueri,SP,Mediano,44900.0
Volkswagen,Gol,Gol 1.0 MPI Trendline (Flex),44900,2017,80858,Manual,Curitiba,PR,Barato,44900.0
Ford,Ka,Ka 1.0 SE (Flex),44900,2016,74131,Manual,Resende,RJ,Mediano,48800.0
Volkswagen,Gol,Gol 1.6 MSI Trendline (Flex),44900,2016,120000,Manual,Itaguaí,RJ,Barato,44900.0
Volkswagen,Gol,Gol 1.0 MPI Track (Flex),44900,2016,68291,Manual,Curitiba,PR,Mediano,44900.0
Fiat,Palio,Palio Attractive 1.0 Evo (Flex),44900,2016,72335,Manual,Fortaleza,CE,Mediano,44900.0
Ford,Ka,Ka 1.0 SE (Flex),44900,2016,92600,Manual,Salto Grande,SP,Barato,44900.0
Fiat,Uno,Uno Attractive 1.0 Firefly (Flex),44900,2017,79211,Manual,Aparecida de Goiânia,GO,Barato,44900.0
Fiat,Weekend,Weekend Attractive 1.4 Fire (Flex),44900,2016,89319,Manual,Bocaiúva do Sul,PR,Barato,44900.0
Volkswagen,Gol,Gol 1.0 MPI Trendline (Flex),44900,2016,124000,Manual,Brasília,DF,Barato,44900.0
Ford,Ka,Ka 1.0 SE Plus (Flex),44900,2016,147390,Manual,São José dos Campos,SP,Caro,44887.0
Volkswagen,Gol,Gol 1.0 MPI Trendline (Flex),44900,2017,80858,Manual,Curitiba,PR,Barato,44900.0
Ford,Ka,Ka 1.0 SE Plus (Flex),44900,2016,125800,Manual,Guarulhos,SP,Barato,44900.0
Ford,Ka,Ka 1.0 SE Plus (Flex),44900,2016,59867,Manual,Belo Horizonte,MG,Mediano,44900.0
Volkswagen,Gol,Gol 1.0 MPI Trendline (Flex),44900,2016,83972,Manual,Belo Horizonte,MG,Barato,44900.0
Volkswagen,Gol,Gol 1.0 MPI Trendline (Flex) 2p,44900,2016,34986,Manual,Toritama,PE,Mediano,44900.0
Nissan,March,March 1.0 12V S (Flex),44900,2016,87400,Manual,Jundiaí,SP,Barato,44900.0
Renault,Sandero,Sandero Expression 1.0 12V SCe (Flex),44900,2016,121423,Manual,São José dos Campos,SP,Barato,44900.0
Fiat,Palio,Palio Attractive 1.0 Evo (Flex),44900,2016,113000,Manual,Toledo,PR,Barato,44900.0
Ford,Ka Sedan,Ka Sedan SE 1.0 (Flex),44900,2016,48983,Manual,Curitiba,PR,Mediano,44900.0
Nissan,March,March 1.6 16V S (Flex),44900,2015,115000,Manual,São Paulo,SP,Barato,44900.0
Chevrolet,Onix,Onix 1.0 LS SPE/4,44900,2016,98456,Manual,Belo Horizonte,MG,Barato,44900.0
Nissan,March,March 1.6 16V SL (Flex),44900,2015,99130,Manual,Belo Horizonte,MG,Barato,44900.0
Fiat,Punto,Punto Attractive 1.4 (Flex),44900,2015,97174,Manual,Campinas,SP,Barato,44900.0
Citroën,C3,C3 Exclusive 1.5 8V (Flex),44900,2015,67043,Manual,Rio de Janeiro,RJ,Mediano,44900.0
Ford,Ka,Ka Hatch SE 1.0 (Flex),44900,2016,61617,Manual,Curitiba,PR,Mediano,44900.0
Fiat,Uno,Uno Way 1.0 8V (Flex) 4p,44900,2016,87000,Manual,Pilar do Sul,SP,Barato,44900.0
Fiat,Grand Siena,Grand Siena Tetrafuel 1.4 8V,44900,2015,87265,Manual,Rio de Janeiro,RJ,Barato,44900.0
Ford,Ka Sedan,Ka Sedan SEL 1.5 16v (Flex),44900,2016,113802,Manual,Cuiabá,MT,Barato,44900.0
Volkswagen,Gol,Gol 1.0 TEC Comfortline (Flex),44900,2015,88000,Manual,Palhoça,SC,Barato,44900.0
Nissan,Versa,Versa 1.6 16V SL,44900,2015,154000,Manual,Atibaia,SP,Caro,44900.0
Renault,Sandero,Sandero Expression 1.6 8V (Flex),44900,2016,109000,Manual,Ribeirão Preto,SP,Barato,44900.0
Fiat,Palio,Palio Attractive 1.0 Evo (Flex),44900,2016,84529,Manual,São Paulo,SP,Barato,44900.0
Ford,New Fiesta Hatch,New Fiesta S 1.5 16V,44900,2016,133949,Manual,Hortolândia,SP,Caro,44900.0
Ford,Ka,Ka Hatch SE 1.0 (Flex),44900,2016,144000,Manual,São José dos Campos,SP,Caro,44900.0
Toyota,Etios Hatch,Etios X 1.3 (Flex),44900,2015,55363,Manual,Recife,PE,Mediano,44900.0
Fiat,Uno,Uno Way 1.4 8V (Flex) 4p,44900,2015,141480,Manual,Arujá,SP,Caro,44900.0
Volkswagen,Up!,Up! 1.0 12v E-Flex move up! 4p,44900,2016,94844,Manual,Belo Horizonte,MG,Barato,44900.0
Fiat,Linea,Linea Essence 1.8 16V (Flex),44900,2015,74500,Manual,Curitiba,PR,Mediano,44900.0
Renault,Logan,Logan Expression 1.6 8V (Flex),44900,2015,140000,Manual,Ribeirão Preto,SP,Caro,44900.0
Toyota,Etios Hatch,Etios X 1.3 (Flex),44900,2015,86442,Manual,Arujá,SP,Barato,44900.0
Volkswagen,Gol,Gol 1.0 TEC Special (Flex) 4p,44900,2015,165000,Manual,Sumaré,SP,Caro,44900.0
Fiat,Idea,Idea Attractive 1.4 8V (Flex),44900,2015,116000,Manual,Itaguaí,RJ,Barato,44900.0
Fiat,Punto,Punto Attractive 1.4 (Flex),44900,2014,80440,Manual,Quixadá,CE,Barato,44900.0
Ford,Ka Sedan,Ka Sedan SEL 1.5 16v (Flex),44900,2014,129015,Manual,Sorocaba,SP,Barato,44900.0
Volkswagen,Up!,Up! 1.0 12v E-Flex high up!,44900,2014,66000,Manual,Uberaba,MG,Mediano,44900.0
Chevrolet,Montana,Montana LS 1.4 (Flex),44900,2015,146877,Manual,Ponta Grossa,PR,Caro,44900.0
Citroën,C3,C3 Tendance 1.5 8V (Flex),44900,2014,107570,Manual,São Paulo,SP,Barato,44900.0
Ford,Ka,Ka Hatch SE 1.0 (Flex),44900,2014,91000,Manual,Tubarão,SC,Barato,44900.0
Ford,Ka,Ka Hatch SE 1.0 (Flex),44900,2014,91000,Manual,Blumenau,SC,Barato,44900.0
Ford,Ka Sedan,Ka Sedan SE 1.5 16v (Flex),44900,2015,0,Manual,Recife,PE,Mediano,44900.0
Ford,Ka,Ka Hatch SE 1.0 (Flex),44900,2014,91000,Manual,Criciúma,SC,Barato,44900.0
Fiat,Idea,Idea Adventure 1.8 16V Dualogic (Flex),44900,2014,48000,Automático,Curitiba,PR,Mediano,44900.0
Citroën,C3 Picasso,C3 Picasso Tendance 1.6 16V (Flex) (Aut),44900,2015,122000,Automático,São Paulo,SP,Barato,44900.0
Volkswagen,Up!,Up! 1.0 12v E-Flex black up!,44900,2014,98000,Manual,Florianópolis,SC,Barato,42263.333333333336
Citroën,C3,C3 Exclusive 1.5 8V (Flex),44900,2015,98125,Manual,Joinville,SC,Barato,44900.0
Volkswagen,Fox,Fox Trendline 1.0 TEC (Flex),44900,2015,148161,Manual,Cuiabá,MT,Caro,48900.0
Renault,Kangoo Express,Kangoo Express 1.6 16V Com Porta Lateral(Flex),44900,2014,64300,Manual,São Paulo,SP,Mediano,44900.0
Citroën,C3,C3 Tendance 1.6 VTI 120 (Flex) (Aut),44900,2014,82000,Automático,Curitiba,PR,Barato,44900.0
Volkswagen,Fox,Fox Comfortline 1.0 TEC (Flex),44900,2014,80816,Manual,Mogi Mirim,SP,Barato,44900.0
Peugeot,208,208 Allure 1.5 8V (Flex),44900,2014,59935,Manual,Curitiba,PR,Mediano,44900.0
Chevrolet,Onix,Onix 1.0 LT SPE/4,44900,2015,137318,Manual,Curitiba,PR,Caro,51900.0
Ford,Ka,Ka Hatch SE 1.5 16v (Flex),44900,2015,51000,Manual,Petrópolis,RJ,Mediano,44900.0
Hyundai,HB20,HB20 1.0 Comfort,44900,2015,99000,Manual,Brasília,DF,Barato,44900.0
Renault,Kangoo Express,Kangoo Express 1.6 16V Com Porta Lateral(Flex),44900,2014,89500,Manual,São Paulo,SP,Barato,46990.0
Chevrolet,Onix,Onix 1.0 LS SPE/4,44900,2015,107500,Manual,Rio Verde,GO,Barato,44900.0
Fiat,Siena,Siena EL 1.4 8V (Flex),44900,2014,66903,Manual,Rio Claro,SP,Mediano,44900.0
Chevrolet,Onix,Onix 1.0 LT SPE/4,44900,2015,110000,Manual,Carapicuíba,SP,Barato,45672.5
Kia,Picanto,Picanto 1.0 EX J371 (Flex) (Aut),44900,2014,84400,Automático,Goiânia,GO,Barato,46900.0
Toyota,Etios Hatch,Etios X 1.3 (Flex),44900,2015,110000,Manual,Vinhedo,SP,Barato,46990.0
Citroën,C3,C3 Tendance 1.6 VTI 120 (Flex) (Aut),44900,2014,77000,Automático,Belo Horizonte,MG,Barato,48700.0
Ford,New Fiesta Hatch,New Fiesta S 1.5 16V,44900,2014,108000,Manual,São José do Rio Preto,SP,Barato,44900.0
Renault,Sandero,Sandero Dynamique 1.6 8V Easy-r (Flex),44900,2015,84000,Automático,Salvador,BA,Barato,40900.0
Fiat,Palio,Palio Attractive 1.4 Evo (Flex),44900,2014,117214,Manual,Curitiba,PR,Barato,35900.0
Toyota,Etios Sedan,Etios Sedan X 1.5 (Flex),44900,2015,52795,Manual,São José,SC,Mediano,44900.0
Toyota,Etios Hatch,Etios XLS 1.5 (Flex),44900,2015,131671,Manual,Itu,SP,Barato,44900.0
Citroën,Aircross,Aircross Tendance 1.6 16V (Flex),44900,2015,125000,Manual,Sumaré,SP,Barato,44900.0
Hyundai,HB20,HB20 1.0 Comfort,44900,2014,75529,Manual,Fortaleza,CE,Mediano,44900.0
Volkswagen,Gol,Gol 1.6 VHT City (Flex) 4p,44900,2014,80000,Manual,Piracicaba,SP,Barato,44900.0
Volkswagen,Up!,Up! 1.0 12v E-Flex high up!,44900,2014,66160,Manual,Rio das Ostras,RJ,Mediano,44900.0
Fiat,Punto,Punto Essence 1.6 16V (Flex),44900,2014,98265,Manual,São Paulo,SP,Barato,44900.0
Citroën,C3,C3 Tendance 1.5 8V (Flex),44900,2014,88000,Manual,Serra,ES,Barato,44900.0
Ford,Ka,Ka Hatch SE 1.0 (Flex),44900,2015,81392,Manual,Aparecida de Goiânia,GO,Barato,44900.0
Ford,Ka,Ka Hatch SE 1.0 (Flex),44900,2015,52989,Manual,Aparecida de Goiânia,GO,Mediano,44900.0
Volkswagen,Saveiro,Saveiro 1.6 Startline CS (Flex),44900,2014,130000,Manual,Carambeí,PR,Barato,42900.0
Ford,New Fiesta Hatch,New Fiesta SE 1.6 16V PowerShift,44900,2014,106833,Automático,Curitiba,PR,Barato,46990.0
Fiat,Weekend,Weekend Adventure 1.8 E.torQ (Flex),44900,2015,200,Manual,São João de Meriti,RJ,Mediano,44900.0
Fiat,Uno,Uno Way 1.0 8V (Flex) 4p,44900,2014,80000,Manual,Criciúma,SC,Barato,44900.0
Chevrolet,Onix,Onix 1.0 LT SPE/4,44900,2015,110000,Manual,Belo Horizonte,MG,Barato,45672.5
Ford,New Fiesta Hatch,New Fiesta SE 1.5 16V,44900,2015,103780,Manual,São Paulo,SP,Barato,44900.0
Ford,New Fiesta Sedan,New Fiesta Sedan 1.6 Titanium PowerShift (Flex),44900,2013,83384,Automático,São José dos Pinhais,PR,Barato,44900.0
Ford,New Fiesta Hatch,New Fiesta S 1.5 16V,44900,2013,102022,Manual,Balneário Camboriú,SC,Barato,42900.0
Ford,New Fiesta Hatch,New Fiesta S 1.5 16V,44900,2013,115000,Manual,Santa Bárbara D'Oeste,SP,Barato,44900.0
Nissan,Grand Livina,Grand Livina S 1.8 16V (flex),44900,2013,104933,Automático,Curitiba,PR,Barato,44900.0
Hyundai,HB20,HB20 1.0 Comfort Plus,44900,2014,119000,Manual,Criciúma,SC,Barato,44900.0
Volkswagen,Fox,Fox 1.0 TEC (Flex) 2p,44900,2014,112700,Manual,Guaíba,RS,Barato,44900.0
Chevrolet,Cobalt,Cobalt LT 1.8 8V (Flex),44900,2014,120471,Manual,São José dos Campos,SP,Barato,44900.0
Volkswagen,Fox,Fox 1.6 VHT (Flex),44900,2014,111917,Manual,São José do Rio Preto,SP,Barato,44900.0
Chevrolet,Onix,Onix 1.0 LT SPE/4,44900,2014,68000,Manual,Sorocaba,SP,Mediano,52900.0
Volkswagen,Fox,Fox 1.0 TEC (Flex) 4p,44900,2014,96723,Manual,São Paulo,SP,Barato,44900.0
Hyundai,HB20,HB20 1.0 Comfort,44900,2013,100000,Manual,Aparecida de Goiânia,GO,Barato,47445.0
Hyundai,HB20,HB20 1.0 Comfort,44900,2014,91000,Manual,Palhoça,SC,Barato,44895.0
Renault,Fluence,Fluence 2.0 16V Dynamique X-Tronic (Aut) (Flex),44900,2013,132000,Automático,Paranaíba,MS,Barato,44900.0
Volkswagen,Fox,Fox 1.0 TEC (Flex) 4p,44900,2013,80000,Manual,Serra,ES,Barato,44900.0
Chevrolet,Onix,Onix 1.0 LT SPE/4,44900,2013,116000,Manual,São Carlos,SP,Barato,44900.0
Fiat,Uno,Uno Sporting 1.4 8V (Flex) 4p,44900,2013,300,Manual,Contagem,MG,Mediano,44900.0
Volkswagen,Saveiro,Saveiro 1.6 (Flex),44900,2013,78000,Manual,Bocaiúva do Sul,PR,Barato,42415.0
Fiat,Strada,Strada Working 1.4 (Flex),44900,2014,131080,Manual,Catanduva,SP,Barato,46500.0
Peugeot,308,308 Active 1.6 16v (Flex),44900,2013,131885,Manual,São José dos Pinhais,PR,Barato,43770.0
Renault,Sandero Stepway,Sandero Stepway 1.6 16V Hi-Flex (aut),44900,2014,103635,Automático,Campinas,SP,Barato,44900.0
Citroën,C3,C3 Tendance 1.5 8V (Flex),44900,2013,98803,Manual,Rio do Sul,SC,Barato,44900.0
Hyundai,HB20,HB20 1.0 Comfort,44900,2014,57662,Manual,Fazenda Rio Grande,PR,Mediano,44900.0
Citroën,C3,C3 Tendance 1.5 8V (Flex),44900,2013,98803,Manual,Indaial,SC,Barato,44900.0
Chevrolet,Prisma,Prisma 1.0 LT SPE/4,44900,2014,129858,Manual,Londrina,PR,Barato,44900.0
Renault,Sandero Stepway,Sandero Stepway 1.6 16V Hi-Flex (aut),44900,2014,84195,Automático,Belo Horizonte,MG,Barato,44900.0
Hyundai,HB20,HB20 1.0 Comfort Plus,44900,2013,99000,Manual,Santos,SP,Barato,47445.0
Ford,New Fiesta Hatch,New Fiesta S 1.5 16V,44900,2013,67647,Manual,Novo Hamburgo,RS,Mediano,44900.0
Hyundai,HB20,HB20 1.0 Comfort,44900,2013,78000,Manual,São Bernardo do Campo,SP,Barato,44900.0
Volkswagen,Fox,Fox 1.6 VHT (Flex),44900,2013,124000,Manual,Votuporanga,SP,Barato,44395.0
Volkswagen,Voyage,Voyage 1.6 VHT (Flex),44900,2013,105000,Manual,Serra,ES,Barato,44900.0
Fiat,Palio,Palio Sporting 1.6 16V (Flex),44900,2014,136752,Manual,Goiânia,GO,Caro,44900.0
Volkswagen,Fox,Fox 1.0 TEC (Flex) 4p,44900,2014,91700,Manual,Belo Horizonte,MG,Barato,44900.0
Volkswagen,Fox,Fox 1.0 TEC (Flex) 4p,44900,2013,83681,Manual,São Vicente,SP,Barato,44900.0
Volkswagen,Fox,Fox 1.6 VHT Rock in Rio (Flex),44900,2013,128000,Manual,Ribeirão Preto,SP,Barato,42445.0
Hyundai,HB20,HB20 1.0 Comfort,44900,2013,97100,Manual,Caxias do Sul,RS,Barato,44900.0
Ford,New Fiesta Hatch,New Fiesta Titanium 1.6 16V PowerShift,44900,2013,114350,Automático,Santo André,SP,Barato,44900.0
Chevrolet,Onix,Onix 1.0 LT SPE/4,44900,2014,84365,Automático,Santo André,SP,Barato,44900.0
Volkswagen,Fox,Fox 1.0 TEC (Flex) 4p,44900,2013,99000,Manual,Joinville,SC,Barato,44900.0
Hyundai,HB20S,HB20S 1.0 Comfort Plus,44900,2013,0,Manual,Sete Lagoas,MG,Mediano,44900.0
Chevrolet,Prisma,Prisma 1.0 LT SPE/4,44900,2013,94000,Manual,Goiânia,GO,Barato,46596.666666666664
Volkswagen,Polo,Polo Hatch 1.6 VHT Total Flex,44900,2014,115000,Manual,Bauru,SP,Barato,48900.0
Citroën,C4 Picasso,C4 Picasso 2.0 16V BVA (Aut),44900,2014,112548,Automático,São Paulo,SP,Barato,41900.0
Hyundai,HB20,HB20 1.0 Comfort,44900,2014,45800,Manual,Porto Alegre,RS,Mediano,44900.0
Hyundai,HB20,HB20 1.0 Comfort,44900,2014,119000,Manual,São Paulo,SP,Barato,44900.0
Volkswagen,Fox,Fox 1.0 TEC (Flex) 4p,44900,2013,115705,Manual,São José dos Campos,SP,Barato,39900.0
Chevrolet,Prisma,Prisma 1.4 LT SPE/4 (Aut),44900,2014,71347,Automático,São João de Meriti,RJ,Mediano,49918.0
Volkswagen,Fox,Fox 1.6 VHT (Flex),44900,2013,81000,Manual,São Paulo,SP,Barato,44900.0
Volkswagen,Fox,Fox 1.0 TEC (Flex) 4p,44900,2014,95503,Manual,Contagem,MG,Barato,44900.0
Volkswagen,Fox,Fox 1.0 TEC (Flex) 4p,44900,2014,95503,Manual,Contagem,MG,Barato,44900.0
Volkswagen,CrossFox,CrossFox 1.6 VHT (Flex),44900,2012,128000,Manual,Nova Friburgo,RJ,Barato,44900.0
Ford,Focus Sedan,Focus Sedan GLX 2.0 16V (Flex),44900,2013,168000,Manual,Araranguá,SC,Caro,44900.0
Fiat,Strada,Strada Working 1.4 (Flex) (Cabine Estendida),44900,2012,187738,Manual,Sumaré,SP,Caro,44900.0
Fiat,Strada,Strada Working 1.4 (Flex) (Cabine Estendida),44900,2012,173000,Manual,Fernandópolis,SP,Caro,44900.0
Citroën,Aircross,Aircross Exclusive 1.6 16V (flex),44900,2012,97800,Manual,Itapema,SC,Barato,44900.0
Nissan,Sentra,Sentra Special Edition 2.0 16V CVT (flex),44900,2012,95000,Automático,Curitiba,PR,Barato,44900.0
Volkswagen,Saveiro,Saveiro Trooper 1.6 (Flex) (cab. estendida),44900,2012,181670,Manual,Belo Horizonte,MG,Caro,45400.0
Volkswagen,CrossFox,CrossFox I-Motion 1.6 VHT (Flex),44900,2012,117000,Automático,Ribeirão Preto,SP,Barato,39000.0
Fiat,Punto,Punto Sporting 1.8 16V (Flex),44900,2012,98999,Manual,Belo Horizonte,MG,Barato,44900.0
Hyundai,HB20,HB20 1.6 Comfort,44900,2012,191198,Manual,Brasília,DF,Caro,44900.0
Fiat,Bravo,Bravo Sporting 1.8 16V Dualogic (Flex),44900,2012,132000,Automático,Rio Verde,GO,Barato,44900.0
Chevrolet,Onix,Onix 1.0 LT SPE/4,44900,2013,92900,Manual,Salto Grande,SP,Barato,44900.0
Hyundai,HB20,HB20 1.6 Premium,44900,2013,71000,Manual,Fortaleza,CE,Mediano,44900.0
Fiat,Uno Mille,Uno Mille Fire Grazie Mille 1.0 (Flex),44900,2013,109000,Manual,Artur Nogueira,SP,Barato,44900.0
Chevrolet,Spin,Spin LT 5S 1.8 (Aut) (Flex),44900,2012,130000,Automático,Canoas,RS,Barato,44900.0
Fiat,500,500 Cult 1.4 8V,44900,2012,92000,Manual,São Paulo,SP,Barato,45750.0
Volkswagen,CrossFox,CrossFox 1.6 VHT (Flex),44900,2013,142000,Manual,Piracicaba,SP,Caro,45990.0
